station_name,station_id,capacity,mechanical_bikes,electric_bikes,total_bikes_available,available_docks,latitude,longitude,commune_code,commune_name,is_installed,is_renting,is_returning,updated_at
Wurtz - Tolbiac,13048,28,3,0,3,24,48.82631195621,2.344585955143,75056,Paris,True,True,True,2026-03-12T15:36:12+00:00
Square Alban Satragne,10018,30,1,4,5,24,48.875388227727,2.3559567333359,75056,Paris,True,True,True,2026-03-12T15:37:54+00:00
Mairie de Romainville,32301,17,0,0,0,16,48.885109,2.435679,93063,Romainville,True,True,True,2026-03-12T15:28:44+00:00
Jardin de l'Hospice Debrousse,20108,23,0,2,2,21,48.861451061938,2.40568600595,75056,Paris,True,True,True,2026-03-12T15:36:47+00:00
Amaury Duval - Gabriel Péri,21219,36,5,0,5,30,48.81718759671675,2.323841750621796,92049,Montrouge,True,True,True,2026-03-12T15:34:06+00:00
Arcole - Notre-Dame,4001,14,9,1,10,4,48.853883541328,2.3493797332048,75056,Paris,True,True,True,2026-03-12T15:38:07+00:00
Marignan - Champs-Elysées,8013,63,5,10,15,47,48.869495661232,2.3066138139003,75056,Paris,True,True,True,2026-03-12T15:32:47+00:00
Jean Calvin - Tournefort,5014,28,6,0,6,22,48.84158856925782,2.348489575088024,75056,Paris,True,True,True,2026-03-12T15:37:13+00:00
Gallieni - Lycée Charles Petitet,23902,45,16,18,34,8,48.927640283627,2.3308986340524,92078,Villeneuve-la-Garenne,True,True,True,2026-03-12T15:37:49+00:00
Buzenval - Avron,20007,50,1,6,7,43,48.851617204999,2.4015135973077,75056,Paris,True,True,True,2026-03-12T15:36:34+00:00
Charles Gide - Fort de Bicêtre,42701,30,0,1,1,29,48.8071937956922,2.353984415531159,94043,Le Kremlin-Bicêtre,True,True,True,2026-03-12T15:34:38+00:00
Vitruve - Davout,20122,23,0,1,1,22,48.86053161154489,2.4091592812626543,75056,Paris,True,True,True,2026-03-12T15:35:17+00:00
Place de la Porte de Passy,16020,36,0,4,4,31,48.857341095470794,2.2644165538827115,75056,Paris,True,True,True,2026-03-12T15:36:12+00:00
Place Nationale - Château-des-Rentiers,13126,18,1,4,5,13,48.829268,2.365212,75056,Paris,True,True,True,2026-03-12T15:37:31+00:00
Place de Lévis,17015,48,0,3,3,39,48.883546851533254,2.3131933808326726,75056,Paris,True,True,True,2026-03-12T15:36:57+00:00
La Motte-Picquet - Grenelle,15023,34,21,6,27,7,48.84858321339195,2.299347817897797,75056,Paris,True,True,True,2026-03-12T15:38:06+00:00
Théâtre de La Garenne,22501,20,0,0,0,20,48.905658361454,2.2345951981176,92035,La Garenne-Colombes,True,True,True,2026-03-12T15:37:54+00:00
Lycée Saint Exupéry - Juliette Savar,40009,30,6,1,7,23,48.783021513972,2.4637357216879,94028,Créteil,True,True,True,2026-03-12T15:34:35+00:00
Place Fernand Forest,15072,33,23,1,24,9,48.849269143836,2.281863167882,75056,Paris,True,True,True,2026-03-12T15:36:37+00:00
Président Wilson - Baudin,23003,28,15,2,17,10,48.89826887103676,2.2849336266517644,92044,Levallois-Perret,True,True,True,2026-03-12T15:35:32+00:00
Jourdan - Monticelli,14131,30,0,5,5,23,48.822032,2.329095,75056,Paris,True,True,True,2026-03-12T15:33:22+00:00
Porte d'Asnières,17023,36,7,2,9,27,48.89035817610495,2.3036286234855656,75056,Paris,True,True,True,2026-03-12T15:32:10+00:00
Jacques Kellner - Saint-Ouen,17003,45,2,5,7,37,48.895809485802886,2.327897409164145,75056,Paris,True,True,True,2026-03-12T15:36:06+00:00
Assas - Luxembourg,6008,33,1,5,6,26,48.843734468779,2.3334283818759,75056,Paris,True,True,True,2026-03-12T15:37:39+00:00
Louis Pasteur - Albert Petit,22206,31,1,2,3,28,48.796261,2.317289,92007,Bagneux,True,True,True,2026-03-12T15:31:48+00:00
Charonne - Pierre Bayle,11021,23,1,4,5,16,48.858445054262,2.3903981223891,75056,Paris,True,True,True,2026-03-12T15:35:06+00:00
Louis Rolland - République,21217,26,1,2,3,23,48.81710889740748,2.3193106434955717,92049,Montrouge,True,True,True,2026-03-12T15:35:06+00:00
Faubourg Poissonnière - Dunkerque,9114,30,1,0,1,28,48.880883445404436,2.349934279918671,75056,Paris,True,True,True,2026-03-12T15:38:06+00:00
Gare de Lyon - Chalon,12007,45,38,6,44,1,48.845666194202,2.3741452395916,75056,Paris,True,True,True,2026-03-12T15:35:49+00:00
Place Mongolfier,44101,39,11,6,17,20,48.815160030060376,2.4592879414558415,94069,Saint-Maurice,True,True,True,2026-03-12T15:36:23+00:00
Javel - André Citroën,15064,45,42,1,43,0,48.846276485475,2.2786368057132,75056,Paris,True,True,True,2026-03-12T15:36:47+00:00
Jean Moulin - Place Victor et Hélène Basch,14010,41,0,6,6,35,48.82764910241,2.3261967301369,75056,Paris,True,True,True,2026-03-12T15:35:11+00:00
Lucien Lanternier - Le Luth,22303,27,13,10,23,1,48.93159430558871,2.2889783978462224,92036,Gennevilliers,True,True,True,2026-03-12T15:36:59+00:00
Pergolèse - Malakoff,16002,38,1,1,2,35,48.87521088779225,2.2842781618237495,75056,Paris,True,True,True,2026-03-12T15:32:38+00:00
Goutte d'or - Barbès,18007,20,4,5,9,10,48.885124323627,2.3496962338686,75056,Paris,True,True,True,2026-03-12T15:35:11+00:00
Quai de l'Oise - Aisne,19128,30,2,2,4,25,48.8906231,2.3833701,75056,Paris,True,True,True,2026-03-12T15:38:03+00:00
Square Louise Michel,18006,36,0,2,2,33,48.884687354509,2.3441386967897,75056,Paris,True,True,True,2026-03-12T15:33:50+00:00
Mairie de Clamart,21401,33,6,5,11,20,48.800612,2.262151,92023,Clamart,True,True,True,2026-03-12T15:29:35+00:00
Bessières - Porte de Clichy,17108,33,10,9,19,13,48.89611762451474,2.31790903955698,75056,Paris,True,True,True,2026-03-12T15:37:38+00:00
Emile Zola - Fondary,15022,42,36,5,41,1,48.847051143113745,2.2953405976295476,75056,Paris,True,True,True,2026-03-12T15:38:07+00:00
Estrapade - Ulm,5012,16,0,1,1,15,48.84512772828,2.3454568170362,75056,Paris,True,True,True,2026-03-12T15:29:35+00:00
La Jarry - Place Diderot,43010,25,0,4,4,19,48.849726940367,2.4520137906075,94080,Vincennes,True,True,True,2026-03-12T15:37:29+00:00
Charonne - Bureau,11017,47,0,1,1,45,48.854176,2.396093,75056,Paris,True,True,True,2026-03-12T15:37:28+00:00
Charles Tillon - Cimetière Communal,33015,30,12,2,14,17,48.91844023641836,2.3935630917549138,93001,Aubervilliers,True,True,True,2026-03-12T15:38:03+00:00
La Motte-Picquet - La Tour Maubourg,7017,40,33,5,38,2,48.856926701847,2.3096215831203,75056,Paris,True,True,True,2026-03-12T15:38:06+00:00
Delizy - Louis Nadot,35006,22,4,7,11,11,48.896212845581346,2.4094578623771667,93055,Pantin,True,True,True,2026-03-12T15:33:53+00:00
Maréchal Joffre - Verdun,41205,20,0,2,2,17,48.85385,2.470307,94033,Fontenay-sous-Bois,True,True,True,2026-03-12T15:37:20+00:00
Île de la Jatte,22015,23,4,8,12,11,48.894036161302104,2.2666339203715324,92051,Neuilly-sur-Seine,True,True,True,2026-03-12T15:36:28+00:00
Place Saint-Just,44005,22,1,10,11,11,48.790379518724265,2.3895226791501045,94081,Vitry-sur-Seine,True,True,True,2026-03-12T15:37:37+00:00
Toqueville - Cardinet,17119,33,0,0,0,32,48.88490187110713,2.3109393194317818,75056,Paris,True,True,True,2026-03-12T15:38:02+00:00
Cambronne - Villa Croix Nivert,15011,62,22,9,31,31,48.845847561366,2.3017574474216,75056,Paris,True,True,True,2026-03-12T15:35:02+00:00
Gérando - Rochechouart,9004,21,0,1,1,20,48.88294340845,2.3464846238494,75056,Paris,True,True,True,2026-03-12T15:32:46+00:00
Fort d'Aubervilliers,33016,22,3,9,12,9,48.91502382370325,2.4035281687974925,93001,Aubervilliers,True,True,True,2026-03-12T15:34:14+00:00
Place Ginette Hamelin,12026,51,20,22,42,9,48.837853,2.382064,75056,Paris,True,True,True,2026-03-12T15:37:49+00:00
Saint-Germain - Ciseaux,6012,18,1,4,5,11,48.853305277595,2.3344654618827,75056,Paris,True,True,True,2026-03-12T15:36:49+00:00
Balzac - Olympes de Gouges,44016,28,2,10,12,16,48.778503324868,2.4006786569953,94081,Vitry-sur-Seine,True,True,True,2026-03-12T15:36:45+00:00
Suffren - Champ de Mars,15071,23,8,0,8,13,48.8547194,2.2952168,75056,Paris,True,True,True,2026-03-12T15:37:04+00:00
Taitbout - La Fayette,9024,53,18,20,38,14,48.8733298892,2.3352625966072,75056,Paris,True,True,True,2026-03-12T15:38:14+00:00
Quai du Président Roosevelt - Pont Aval,15311,30,13,3,16,13,48.834388367639,2.2656820714474,75056,Paris,True,True,True,2026-03-12T15:38:00+00:00
Conservatoire de Musique,46003,25,1,4,5,19,48.770935866676,2.4034014344215,94022,Choisy-le-Roi,True,True,True,2026-03-12T15:35:01+00:00
Lemercier - Cardinet,17111,24,1,2,3,21,48.890097168851746,2.317377626895905,75056,Paris,True,True,True,2026-03-12T15:35:01+00:00
Place Nelson Mandela,92006,30,0,3,3,26,48.897874318180556,2.2182820737361912,92050,Nanterre,True,True,True,2026-03-12T15:36:38+00:00
Place Monge,5024,21,1,4,5,16,48.842761803051,2.3524079471827,75056,Paris,True,True,True,2026-03-12T15:35:48+00:00
Chemin de Bretagne,21314,29,3,0,3,26,48.824753068884,2.2588385956052,92040,Issy-les-Moulineaux,True,True,True,2026-03-12T15:35:40+00:00
Picpus - Louis Braille,12038,58,3,1,4,54,48.839988788912,2.4005256685521,75056,Paris,True,True,True,2026-03-12T15:35:48+00:00
Crozatier - Faubourg Saint-Antoine,12005,42,6,5,11,30,48.850440013405,2.378901366211,75056,Paris,True,True,True,2026-03-12T15:37:28+00:00
Glacière - Soeur Catherine Marie,13516,40,5,5,10,29,48.829522989420596,2.343570403754711,75056,Paris,True,True,True,2026-03-12T15:37:30+00:00
Geoffroy - Marie,9011,20,8,5,13,6,48.873781940593325,2.344513876337893,75056,Paris,True,True,True,2026-03-12T15:37:40+00:00
Godot de Mauroy - Madeleine,9034,22,11,5,16,5,48.869789,2.326347,75056,Paris,True,True,True,2026-03-12T15:36:23+00:00
Vivaldi - Antoine-Julien Hénard,12028,27,3,3,6,21,48.841923663276546,2.389728979467376,75056,Paris,True,True,True,2026-03-12T15:35:53+00:00
Madagascar - Meuniers,12035,47,4,2,6,37,48.83460464474706,2.3970650508999825,75056,Paris,True,True,True,2026-03-12T15:37:36+00:00
Buffon - Jardin des Plantes,5115,30,20,0,20,10,48.842668466104875,2.3618587106466293,75056,Paris,True,True,True,2026-03-12T15:38:06+00:00
Louis Xavier de Ricard - Ancienne Mairie,41211,34,0,4,4,30,48.84629899065091,2.472420372068882,94033,Fontenay-sous-Bois,True,True,True,2026-03-12T15:31:24+00:00
Lebrun - Colonel Fabien,44011,27,0,0,0,26,48.78266870733145,2.381317801773548,94081,Vitry-sur-Seine,True,True,True,2026-03-12T15:34:18+00:00
Esplanade du Foncet - Camille Desmoulins,21319,28,11,6,17,11,48.827090233495,2.2606857866049,92040,Issy-les-Moulineaux,True,True,True,2026-03-12T15:36:43+00:00
Charentonneau - Maison Alfort,47009,28,6,9,15,12,48.809972406542,2.443241664773,94046,Maisons-Alfort,True,True,True,2026-03-12T15:37:44+00:00
Harpe - Saint-Germain,5001,45,5,6,11,33,48.851518815017,2.3436703160405,75056,Paris,True,True,True,2026-03-12T15:36:01+00:00
Barrault - Place de Rungis,13206,49,8,4,12,37,48.822658791556,2.3467585146383,75056,Paris,True,True,True,2026-03-12T15:29:56+00:00
Marché Saint-Germain,6022,21,8,4,12,7,48.85165625855281,2.335500307381153,75056,Paris,True,True,True,2026-03-12T15:37:53+00:00
Cherche-Midi - Hôpital Necker,15006,38,6,3,9,29,48.84461063309956,2.317914068698883,75056,Paris,True,True,True,2026-03-12T15:35:23+00:00
Leredde - Tolbiac,13052,44,29,3,32,12,48.82887629664,2.3744382709265,75056,Paris,True,True,True,2026-03-12T15:37:27+00:00
Gare RER - Malleret-Joinville,41403,20,12,8,20,0,48.802936,2.42531,94002,Alfortville,True,True,True,2026-03-12T15:37:54+00:00
Parc Eli Lotar,33014,20,3,1,4,15,48.91844993053703,2.3727085813879967,93001,Aubervilliers,True,True,True,2026-03-12T15:37:49+00:00
Condorcet - Turgot,9007,20,0,5,5,15,48.87985155789093,2.345232367515564,75056,Paris,True,True,True,2026-03-12T15:37:56+00:00
Balard - Montagne de la Fage,15070,36,30,5,35,1,48.838507403334,2.2782871127129,75056,Paris,True,True,True,2026-03-12T15:35:15+00:00
Jean Jaurès - Jules Jacquemin,33103,24,0,4,4,20,48.88433053604843,2.4082902455152104,93061,Le Pré-Saint-Gervais,True,True,True,2026-03-12T15:37:02+00:00
Mairie du 14ème,14032,32,0,2,2,26,48.83254578123,2.3254923149943,75056,Paris,True,True,True,2026-03-12T15:32:57+00:00
Place des Droits de l'Enfant,14011,39,1,10,11,28,48.8274804,2.3319217,75056,Paris,True,True,True,2026-03-12T15:37:32+00:00
Davout - Volga,20044,28,0,1,1,27,48.852919679957296,2.410522909779111,75056,Paris,True,True,True,2026-03-12T15:30:08+00:00
Porte de la Muette,16019,36,5,3,8,28,48.86302317841182,2.2687188170157406,75056,Paris,True,True,True,2026-03-12T15:38:04+00:00
Landy - Heurtault,33012,30,1,5,6,24,48.915096534520316,2.375951372087002,93001,Aubervilliers,True,True,True,2026-03-12T15:35:47+00:00
Pavé Grignon - Bretagne,43202,20,0,5,5,13,48.757398255499,2.4012465523091,94073,Thiais,True,True,True,2026-03-12T15:31:51+00:00
Jardins d'Eole,18039,20,4,1,5,15,48.8869703,2.3668488,75056,Paris,True,True,True,2026-03-12T15:37:40+00:00
Université Paris Est Créteil,40006,43,2,16,18,24,48.787714467944,2.4461909509055,94028,Créteil,True,True,True,2026-03-12T15:37:55+00:00
Plantes - Moulin Vert,14026,45,0,6,6,38,48.83005755305626,2.3232302069664006,75056,Paris,True,True,True,2026-03-12T15:31:01+00:00
Charles Frérot - Albert Guilpin,42505,30,24,0,24,6,48.8155839183714,2.3505029082298283,94037,Gentilly,True,True,True,2026-03-12T15:37:49+00:00
Edgar Quinet - Gaité,14001,27,1,4,5,22,48.841160928966,2.324595451355,75056,Paris,True,True,True,2026-03-12T15:33:18+00:00
Gare RER les Grésillons,26004,22,11,6,17,3,48.919898633572764,2.31458459136273,92004,Asnières-sur-Seine,True,True,True,2026-03-12T15:37:29+00:00
Grande Truanderie - Saint-Denis,1006,33,17,8,25,4,48.8626302,2.3498075,75056,Paris,True,True,True,2026-03-12T15:37:07+00:00
Sèvres - Lecourbe,15008,62,30,1,31,30,48.8447677,2.3110086,75056,Paris,True,True,True,2026-03-12T15:38:02+00:00
Square Claude Bernard,19110,30,14,11,25,5,48.89876016219984,2.375325746834278,75056,Paris,True,True,True,2026-03-12T15:36:30+00:00
Henri Ravera - Gabriel Péri,22201,30,1,2,3,25,48.79722273833844,2.302115857601166,92007,Bagneux,True,True,True,2026-03-12T15:32:52+00:00
Jules Vallès - Charonne,11112,23,5,0,5,18,48.854284379935,2.3847674578428,75056,Paris,True,True,True,2026-03-12T15:36:28+00:00
Diane Arbus,18202,38,1,4,5,31,48.898800717199,2.3524022474885,75056,Paris,True,True,True,2026-03-12T15:37:54+00:00
Epée de Bois - Mouffetard,5015,63,7,3,10,53,48.841508690388835,2.350066713988781,75056,Paris,True,True,True,2026-03-12T15:33:15+00:00
Reuilly - Daumesnil,12037,36,1,3,4,31,48.8395385,2.3972516,75056,Paris,True,True,True,2026-03-12T15:32:34+00:00
Place des Abbesses,18004,12,0,2,2,10,48.884542726149725,2.3386867716908455,75056,Paris,True,True,True,2026-03-12T15:31:56+00:00
Louis Lumière.,20104,22,0,0,0,21,48.86216198070008,2.41112578185621,75056,Paris,True,True,True,2026-03-12T15:37:24+00:00
Gambetta - Père Lachaise,20024,29,0,0,0,29,48.864295696165875,2.398228667282044,75056,Paris,True,True,True,2026-03-12T15:33:49+00:00
Niger - Soult,12156,24,2,3,5,18,48.84369906369085,2.410361237220498,75056,Paris,True,True,True,2026-03-12T15:34:22+00:00
Porte de Clignancourt - Ney,18140,40,6,10,16,24,48.899641123987095,2.344321422278881,75056,Paris,True,True,True,2026-03-12T15:35:19+00:00
Square Montholon,9009,21,8,4,12,8,48.876620377545024,2.3457641154527664,75056,Paris,True,True,True,2026-03-12T15:34:58+00:00
Herschel - Observatoire,6104,56,0,1,1,55,48.84342376221923,2.3376645147800446,75056,Paris,True,True,True,2026-03-12T15:37:38+00:00
Pergolèse - Marbeau,16102,27,0,1,1,26,48.873568706869,2.2815125225299,75056,Paris,True,True,True,2026-03-12T15:30:18+00:00
Sorbier - Ménilmontant,20034,24,2,2,4,20,48.868542395661,2.3897721245885,75056,Paris,True,True,True,2026-03-12T15:38:01+00:00
Italie - Tage,13208,0,0,0,0,0,48.822282643954,2.3584301877038,75056,Paris,True,False,False,2025-09-18T12:43:59+00:00
Chausson - Gabriel Péri,22301,22,14,1,15,6,48.921891003481115,2.2952306270599365,92036,Gennevilliers,True,True,True,2026-03-12T15:36:36+00:00
Place de l'Europe - Alfortville,41405,24,3,4,7,15,48.78913702405837,2.4284800887107854,94002,Alfortville,True,True,True,2026-03-12T15:29:14+00:00
Bourse du Travail,10011,17,10,2,12,5,48.868976638826,2.3623438552022,75056,Paris,True,True,True,2026-03-12T15:36:46+00:00
Gare de Bellevue,21953,20,0,2,2,18,48.8192404685572,2.2295309230685234,92048,Meudon,True,True,True,2026-03-12T15:34:30+00:00
Sarrette - Général Leclerc,14019,22,1,5,6,16,48.825030852925,2.3264128693982,75056,Paris,True,True,True,2026-03-12T15:34:14+00:00
Turbigo - Réaumur,3011,31,13,5,18,9,48.865574047531,2.3564198613167,75056,Paris,True,True,True,2026-03-12T15:37:25+00:00
Place de la Fraternité,31709,22,2,5,7,11,48.85716405838368,2.422847449779511,93048,Montreuil,True,True,True,2026-03-12T15:37:17+00:00
Mairie du 8ème,8027,28,1,2,3,22,48.877932,2.318264,75056,Paris,True,True,True,2026-03-12T15:35:49+00:00
Charles de Gaulle - Plateau de Vanves,22401,33,0,1,1,32,48.82233088973263,2.298571803412886,92046,Malakoff,True,True,True,2026-03-12T15:37:50+00:00
Lacuée - Lyon,12002,16,5,2,7,9,48.849268481958,2.3704585433006,75056,Paris,True,True,True,2026-03-12T15:38:15+00:00
Italie - Vistule,13209,0,0,0,0,0,48.823439332972,2.3582062304047,75056,Paris,True,False,False,2025-09-18T13:13:09+00:00
Parme - Clichy,9037,24,1,2,3,21,48.881266424227,2.3281970934506,75056,Paris,True,True,True,2026-03-12T15:35:18+00:00
Sèvres - Général Leclerc,21026,30,11,4,15,14,48.830121559055,2.2314262390137,92012,Boulogne-Billancourt,True,True,True,2026-03-12T15:33:25+00:00
Frères Flavien - Porte des Lilas,20029,23,0,0,0,23,48.8780992764359,2.41104629853209,75056,Paris,True,True,True,2026-03-12T15:37:37+00:00
Saint-Denis - Réaumur,2003,32,5,1,6,26,48.8661116315789,2.3507790675507594,75056,Paris,True,True,True,2026-03-12T15:37:00+00:00
Française - Etienne Marcel,1102,37,27,5,32,4,48.864053304653766,2.347587011754513,75056,Paris,True,True,True,2026-03-12T15:38:12+00:00
Olivier de Serres - Leriche,15111,25,0,7,7,18,48.83460221715206,2.2957482933998112,75056,Paris,True,True,True,2026-03-12T15:37:26+00:00
Cléry - Montmartre,2021,58,17,20,37,19,48.867458,2.3445211,75056,Paris,True,True,True,2026-03-12T15:38:01+00:00
Adolphe Lalyre - Armand Silvestre,24006,40,1,0,1,37,48.90406266961591,2.273416221141815,92026,Courbevoie,True,True,True,2026-03-12T15:36:32+00:00
Bézout - Général Leclerc,14132,30,2,1,3,25,48.82884804502439,2.3285973072052,75056,Paris,True,True,True,2026-03-12T15:31:04+00:00
Parc Roger Salengro,21110,35,12,0,12,19,48.905303858642,2.31055945158,92024,Clichy,True,True,True,2026-03-12T15:38:02+00:00
Montmartre - Etienne Marcel,2005,16,13,1,14,2,48.86502194581,2.3450684401448,75056,Paris,True,True,True,2026-03-12T15:37:13+00:00
Lally-Tollendal - Armand Carrel,19012,28,2,1,3,24,48.88270066221072,2.374717555940151,75056,Paris,True,True,True,2026-03-12T15:37:27+00:00
Lagny - Auguste Blanqui,31001,27,7,3,10,17,48.84922568052601,2.4218603968620305,93048,Montreuil,True,True,True,2026-03-12T15:34:51+00:00
Adolphe Pinard - Victor Hugo,14023,52,1,1,2,50,48.8236825874564,2.3077843710780144,92046,Malakoff,True,True,True,2026-03-12T15:30:59+00:00
Square Emile - Chautemps,3012,25,14,4,18,6,48.867433724231,2.3536357283592,75056,Paris,True,True,True,2026-03-12T15:37:03+00:00
Fille du Calvaire - Turenne,3003,29,14,8,22,6,48.86210505412563,2.3649600148200993,75056,Paris,True,True,True,2026-03-12T15:38:00+00:00
Victoire - Laffitte,9111,20,1,1,2,18,48.87514373494672,2.338118505144376,75056,Paris,True,True,True,2026-03-12T15:36:53+00:00
Saint-Michel - Luxembourg,5122,29,0,6,6,23,48.84501507626,2.3394941166043,75056,Paris,True,True,True,2026-03-12T15:32:20+00:00
Sainte-Elisabeth - Turbigo,3005,33,15,9,24,2,48.86610337431,2.3596492409706,75056,Paris,True,True,True,2026-03-12T15:36:22+00:00
Tiron - Rivoli,4012,28,18,0,18,10,48.855692253233,2.3579058051109,75056,Paris,True,True,True,2026-03-12T15:38:14+00:00
Rivoli - Musée du Louvre,1014,24,3,6,9,14,48.86364636851945,2.33409583568573,75056,Paris,True,True,True,2026-03-12T15:36:26+00:00
Bas - Gabriel Péri,26006,30,3,2,5,25,48.91585580539625,2.2948095202445984,92004,Asnières-sur-Seine,True,True,True,2026-03-12T15:30:54+00:00
Séminaire de Conflans - Liberté,42211,26,0,3,3,23,48.823194,2.404179,94018,Charenton-le-Pont,True,True,True,2026-03-12T15:37:33+00:00
Barbès - Monique Maunoury,42026,40,0,2,2,38,48.81552718820216,2.3687169334905405,94041,Ivry-sur-Seine,True,True,True,2026-03-12T15:28:50+00:00
Saint-Gilles - Turenne,3002,18,11,1,12,5,48.858158956779,2.3647149920992,75056,Paris,True,True,True,2026-03-12T15:35:51+00:00
Gardenat Lapostol - Franklin Roosevelt,21509,24,2,4,6,17,48.871839,2.222505,92073,Suresnes,True,True,True,2026-03-12T15:33:35+00:00
Jean-Jacques Rousseau - Deux Ecus,1012,22,12,0,12,10,48.86297805972131,2.3414635285735126,75056,Paris,True,True,True,2026-03-12T15:38:08+00:00
Place de la Bastille - Bourdon,4007,35,21,11,32,2,48.852364355271,2.3681089282036,75056,Paris,True,True,True,2026-03-12T15:37:34+00:00
Saint-Jacques - Val de Grâce,5004,19,0,2,2,17,48.8417514,2.3413893,75056,Paris,True,True,True,2026-03-12T15:34:05+00:00
Bastille - Beaumarchais,4101,23,13,7,20,1,48.853833463852,2.3685702681541,75056,Paris,True,True,True,2026-03-12T15:37:41+00:00
Chaussée d'Antin - Haussmann,9039,28,7,8,15,13,48.87243,2.33359,75056,Paris,True,True,True,2026-03-12T15:37:03+00:00
Gare des Vallées,22506,20,2,6,8,11,48.913179,2.257726,92035,La Garenne-Colombes,True,True,True,2026-03-12T15:35:05+00:00
Oratoire - Rivoli,1025,18,12,3,15,2,48.861342760889,2.3400047421455,75056,Paris,True,True,True,2026-03-12T15:37:45+00:00
Square Victor Basch,27001,20,10,4,14,5,48.914304862261,2.2289156913757,92025,Colombes,True,True,True,2026-03-12T15:36:50+00:00
Alger - Rivoli,1018,21,7,10,17,1,48.864773553495,2.3294493936128,75056,Paris,True,True,True,2026-03-12T15:32:40+00:00
Mairie du 2ème,2008,28,14,9,23,5,48.8672190355135,2.3404625437747044,75056,Paris,True,True,True,2026-03-12T15:35:33+00:00
Ventadour - Opéra,1116,27,11,10,21,6,48.866810653323,2.3343884482519,75056,Paris,True,True,True,2026-03-12T15:36:01+00:00
Saint-Honoré - 29 juillet,1017,20,5,1,6,13,48.86557114282421,2.330567417577153,75056,Paris,True,True,True,2026-03-12T15:37:51+00:00
Saint-Amand - Labrouste,15040,36,0,1,1,34,48.834097274832295,2.3087677359581,75056,Paris,True,True,True,2026-03-12T15:35:56+00:00
Saint Pères - Saint Germain,6201,22,3,12,15,7,48.853729675265,2.3300181032703,75056,Paris,True,True,True,2026-03-12T15:36:55+00:00
Saint-Placide - Cherche Midi,6026,66,21,11,32,34,48.8490535919234,2.325317971408367,75056,Paris,True,True,True,2026-03-12T15:36:41+00:00
Amédée Huon - Fort d'Ivry,42018,31,0,2,2,29,48.805131376899986,2.388489693403244,94041,Ivry-sur-Seine,True,True,True,2026-03-12T15:31:40+00:00
Marseillaise - Grenade,19202,45,1,6,7,38,48.889371092747,2.3979396821544,75056,Paris,True,True,True,2026-03-12T15:36:36+00:00
Decrès - Alésia,14201,30,0,3,3,27,48.832200060759,2.3139070151575,75056,Paris,True,True,True,2026-03-12T15:37:13+00:00
Le Goff - Gay-Lussac,5003,35,4,3,7,28,48.846102400979,2.3412207886577,75056,Paris,True,True,True,2026-03-12T15:35:04+00:00
Jouffroy d'Abbans - Villiers,17021,34,3,2,5,29,48.884215547037,2.3056533560157,75056,Paris,True,True,True,2026-03-12T15:37:10+00:00
Stade Pershing,12164,26,3,2,5,21,48.829107826857,2.4583535268903,75056,Paris,True,True,True,2026-03-12T15:37:29+00:00
Nicolaï - Charenton,12203,44,1,3,4,39,48.835478791995,2.392894725661,75056,Paris,True,True,True,2026-03-12T15:34:39+00:00
Archives - Pastourelle,3007,28,12,11,23,3,48.8623615,2.3595041,75056,Paris,True,True,True,2026-03-12T15:37:39+00:00
Quai de l'Aisne - Général Leclerc,35005,27,1,6,7,19,48.895713,2.400571,93055,Pantin,True,True,True,2026-03-12T15:34:46+00:00
Suresnes - Muette à Neuilly,16139,30,2,0,2,28,48.868570404348,2.266000919044,75056,Paris,True,True,True,2026-03-12T15:30:31+00:00
Cardinal Lavigerie,12113,46,22,12,34,12,48.832934193699835,2.402636749399156,75056,Paris,True,True,True,2026-03-12T15:38:11+00:00
André Theuriet - Blagis,23042,30,10,9,19,10,48.77977325745441,2.3130525648593903,92014,Bourg-la-Reine,True,True,True,2026-03-12T15:33:53+00:00
Lampes,42019,43,24,0,24,19,48.81152481985875,2.4017931148409843,94041,Ivry-sur-Seine,True,True,True,2026-03-12T15:37:12+00:00
Les Halles - Saint-Eustache,1008,32,10,9,19,13,48.86362695901683,2.342623919248581,75056,Paris,True,True,True,2026-03-12T15:37:52+00:00
Place des Victoires,2006,24,8,10,18,4,48.8660354,2.3420333,75056,Paris,True,True,True,2026-03-12T15:36:19+00:00
Victor Massé - Jean-Baptiste Pigalle,9019,18,2,3,5,13,48.8811043724,2.3366955667734,75056,Paris,True,True,True,2026-03-12T15:33:35+00:00
Coquillière - Louvre,1024,21,11,4,15,4,48.863795909662,2.3425736278296,75056,Paris,True,True,True,2026-03-12T15:38:08+00:00
Vaugirard - Monsieur le Prince,6029,26,0,10,10,14,48.848951441614,2.3411329463124,75056,Paris,True,True,True,2026-03-12T15:37:12+00:00
Henri Barbusse - Gabriel Péri,23202,28,0,0,0,27,48.801773795836,2.2874166362216,92020,Châtillon,True,True,True,2026-03-12T15:33:14+00:00
Victor Hugo - Paul Eluard,42210,32,21,3,24,8,48.819602554907,2.4114319673051,94018,Charenton-le-Pont,True,True,True,2026-03-12T15:36:52+00:00
Silly - Louis Blériot,21011,23,5,9,14,9,48.83219045374266,2.2340199351310734,92012,Boulogne-Billancourt,True,True,True,2026-03-12T15:36:34+00:00
Dutot - Place Alleray,15018,56,1,1,2,53,48.836826091766,2.3071701095578,75056,Paris,True,True,True,2026-03-12T15:36:16+00:00
