station_name,station_id,capacity,mechanical_bikes,electric_bikes,total_bikes_available,available_docks,latitude,longitude,commune_code,commune_name,is_installed,is_renting,is_returning,updated_at
Aristide Briand - Place de la Résistance,21302,25,16,2,18,8,48.82124248401006,2.2511002421379094,92040,Issy-les-Moulineaux,True,True,True,2026-03-12T15:37:54+00:00
Square Bela Bartok,15204,24,15,2,17,2,48.850984480382,2.2844360220351,75056,Paris,True,True,True,2026-03-12T15:37:37+00:00
Caumartin - Provence,9104,22,11,5,16,6,48.874422773426545,2.3284685611724854,75056,Paris,True,True,True,2026-03-12T15:36:34+00:00
Arbalète - Claude Bernard,5202,34,1,2,3,31,48.840008992,2.347522975107,75056,Paris,True,True,True,2026-03-12T15:32:22+00:00
Cité de la Musique,19018,60,9,7,16,42,48.888796556487,2.3925811931922,75056,Paris,True,True,True,2026-03-12T15:38:11+00:00
Matignon - Faubourg Saint-Honoré,8203,35,13,5,18,16,48.871499100264,2.3138961727427,75056,Paris,True,True,True,2026-03-12T15:37:02+00:00
Hôpital Mondor,40001,28,1,5,6,21,48.798922410229,2.4537451531298,94028,Créteil,True,True,True,2026-03-12T15:37:35+00:00
Charcot - Benfleet,32304,28,5,3,8,20,48.878370277021,2.440523876268,93063,Romainville,True,True,True,2026-03-12T15:33:42+00:00
Cassini - Denfert-Rochereau,14111,25,0,3,3,21,48.837525839067,2.3360354080796,75056,Paris,True,True,True,2026-03-12T15:36:46+00:00
Jourdan - Stade Charléty,14014,60,0,7,7,53,48.819428333369,2.3433353751898,75056,Paris,True,True,True,2026-03-12T15:38:10+00:00
Lacépède - Monge,5110,23,2,11,13,10,48.84389286531899,2.3519663885235786,75056,Paris,True,True,True,2026-03-12T15:38:14+00:00
Pierre et Marie Curie - Maurice Thorez,42016,27,2,3,5,21,48.81580226360801,2.376804985105991,94041,Ivry-sur-Seine,True,True,True,2026-03-12T15:37:33+00:00
Jean Rostand - Paul Vaillant Couturier,30002,40,10,15,25,13,48.908168131015,2.4530601033354,93008,Bobigny,True,True,True,2026-03-12T15:37:09+00:00
Square Boucicaut,7003,60,35,13,48,10,48.851296433665276,2.325061820447445,75056,Paris,True,True,True,2026-03-12T15:37:08+00:00
Guersant - Gouvion-Saint-Cyr,17041,36,10,2,12,21,48.88287775178599,2.287667370814871,75056,Paris,True,True,True,2026-03-12T15:37:51+00:00
Morillons - Dantzig,15047,52,9,6,15,37,48.83310149953933,2.299380004405976,75056,Paris,True,True,True,2026-03-12T15:36:30+00:00
Jouffroy d'Abbans - Wagram,17026,40,2,4,6,34,48.881973298352,2.301132157445,75056,Paris,True,True,True,2026-03-12T15:37:58+00:00
Mairie du 12ème,12109,30,11,3,14,16,48.840855311763,2.3875549435616,75056,Paris,True,True,True,2026-03-12T15:32:20+00:00
Bracion - Périphérique,15202,30,1,3,4,25,48.826103771275,2.3004549373748,75056,Paris,True,True,True,2026-03-12T15:38:07+00:00
Le Brun - Gobelins,13007,48,1,3,4,44,48.835092787824,2.3534681351338,75056,Paris,True,True,True,2026-03-12T15:36:45+00:00
Place des Marseillais,42208,35,2,1,3,32,48.826605522232,2.4059119927899,94018,Charenton-le-Pont,True,True,True,2026-03-12T15:36:04+00:00
Thouin - Cardinal Lemoine,5016,17,3,10,13,4,48.845047166615,2.3494647851273,75056,Paris,True,True,True,2026-03-12T15:37:13+00:00
Mairie de Clichy,21108,51,23,5,28,21,48.903653634661,2.3059353232384,92024,Clichy,True,True,True,2026-03-12T15:36:26+00:00
Cambrai - Benjamin Constant,19033,43,2,3,5,37,48.89594736851349,2.381133802246315,75056,Paris,True,True,True,2026-03-12T15:29:33+00:00
Chazelles - Courcelles,17025,35,1,5,6,29,48.879406604954,2.3034455627202988,75056,Paris,True,True,True,2026-03-12T15:34:08+00:00
Ramponeau - Belleville,20143,44,1,6,7,37,48.871031137596,2.379056852114,75056,Paris,True,True,True,2026-03-12T15:35:07+00:00
Saint-Cloud - Hippodrome,16138,30,4,6,10,20,48.85772148887421,2.2549109905958176,75056,Paris,True,True,True,2026-03-12T15:31:46+00:00
Louis Lejeune - Barbès,21216,25,0,2,2,23,48.81807418981508,2.3267009854316716,92049,Montrouge,True,True,True,2026-03-12T15:30:39+00:00
Rond-point du Dr Albert Schweitzer,22207,22,3,2,5,17,48.78980918988166,2.3143940046429634,92007,Bagneux,True,True,True,2026-03-12T15:34:24+00:00
Artois - Berri,8103,37,10,21,31,5,48.873935212408,2.306425832212,75056,Paris,True,True,True,2026-03-12T15:37:58+00:00
Raspail Barbès,31028,28,2,3,5,23,48.8529945,2.4247387,93048,Montreuil,True,True,True,2026-03-12T15:37:28+00:00
Michel-Ange - Parent de Rosan,16118,26,3,4,7,19,48.840579923690115,2.2584119439125065,75056,Paris,True,True,True,2026-03-12T15:37:08+00:00
Caire - Dussoubs,2017,40,21,5,26,12,48.86785342111862,2.349364310503006,75056,Paris,True,True,True,2026-03-12T15:38:09+00:00
Tour d'Auvergne - Rodier,9008,17,0,2,2,15,48.879161,2.343698,75056,Paris,True,True,True,2026-03-12T15:37:42+00:00
Marceau - Chaillot,8048,21,5,4,9,12,48.868834023334,2.2986030816809,75056,Paris,True,True,True,2026-03-12T15:37:49+00:00
Liard - Amiral Mouchez,14013,28,7,5,12,15,48.8214169,2.342167,75056,Paris,True,True,True,2026-03-12T15:37:36+00:00
Abbeville - Faubourg Poissonnière,9002,14,0,1,1,12,48.879223,2.349147,75056,Paris,True,True,True,2026-03-12T15:34:11+00:00
Bellefond - Poissonnière,9001,17,1,0,1,15,48.87759897050706,2.348463758826256,75056,Paris,True,True,True,2026-03-12T15:38:13+00:00
Gare de l'Est - Faubourg-Saint-Martin,10161,32,1,3,4,28,48.875642647477,2.3594588041306,75056,Paris,True,True,True,2026-03-12T15:32:25+00:00
Quai de l'Horloge - Pont Neuf,1001,17,6,9,15,2,48.857058739111,2.3417982839439,75056,Paris,True,True,True,2026-03-12T15:38:15+00:00
Boulangers - Cardinal Lemoine,5022,20,0,9,9,9,48.8462904,2.3521495,75056,Paris,True,True,True,2026-03-12T15:37:45+00:00
Verger - Colonel Guichard,21328,29,0,1,1,28,48.816376985087,2.2670380088932,92040,Issy-les-Moulineaux,True,True,True,2026-03-12T15:36:27+00:00
Douai - Bruxelles,9038,27,0,4,4,22,48.88320784122797,2.3308449949028507,75056,Paris,True,True,True,2026-03-12T15:34:28+00:00
Gare Rosny-Bois-Perrier,31103,35,8,10,18,15,48.88115023337061,2.480436824262142,93064,Rosny-sous-Bois,True,True,True,2026-03-12T15:34:32+00:00
Gay Lussac - Saint-Jacques,5005,42,1,4,5,37,48.844730256132,2.3419239448664,75056,Paris,True,True,True,2026-03-12T15:36:59+00:00
Faubourg Montmartre - La Fayette,9014,35,25,1,26,9,48.875254549053,2.3408536612988,75056,Paris,True,True,True,2026-03-12T15:38:03+00:00
Château - République,31706,26,0,1,1,23,48.862923800596,2.4155035614967,93006,Bagnolet,True,True,True,2026-03-12T15:36:39+00:00
Henri Barbusse - Stalingrad,22409,16,2,4,6,10,48.814183748660554,2.2872862592339516,92046,Malakoff,True,True,True,2026-03-12T15:38:03+00:00
Rossini - Laffitte,9022,33,19,5,24,7,48.87334627510507,2.337980867701675,75056,Paris,True,True,True,2026-03-12T15:34:51+00:00
Argenteuil - Voltaire,26003,16,9,3,12,4,48.918648659556,2.281411215663,92004,Asnières-sur-Seine,True,True,True,2026-03-12T15:32:59+00:00
Moncey - Blanche,9028,17,1,4,5,12,48.88006587474148,2.3310810327529907,75056,Paris,True,True,True,2026-03-12T15:37:42+00:00
Redoute - Les Courtilles,26002,40,15,23,38,1,48.929867194519,2.2836696356535,92004,Asnières-sur-Seine,True,True,True,2026-03-12T15:36:39+00:00
Belidor - Gouvion-Saint-Cyr,17043,39,3,4,7,30,48.88022154052015,2.2854680567979813,75056,Paris,True,True,True,2026-03-12T15:36:03+00:00
Place de Rhin et Danube,19026,30,1,1,2,26,48.88192765861766,2.392586767673493,75056,Paris,True,True,True,2026-03-12T15:36:06+00:00
Exelmans - Versailles,16039,49,17,3,20,29,48.84097491091973,2.264390252530575,75056,Paris,True,True,True,2026-03-12T15:30:07+00:00
Saint-Maur - Roquette,11023,46,12,3,15,30,48.858688774062955,2.383553994571467,75056,Paris,True,True,True,2026-03-12T15:37:09+00:00
11 Novembre 1918 - 8 Mai 1945,45003,36,3,14,17,19,48.80889533774377,2.5382421165704727,94017,Champigny-sur-Marne,True,True,True,2026-03-12T15:31:50+00:00
Roquette - Thiéré,11002,23,7,2,9,13,48.85507930579506,2.3733686318721463,75056,Paris,True,True,True,2026-03-12T15:36:41+00:00
Berri - Haussmann,8034,49,3,23,26,23,48.874746047357135,2.3082953318953514,75056,Paris,True,True,True,2026-03-12T15:36:06+00:00
Delphine Seyrig - Général Leclerc,19043,53,6,1,7,40,48.893923963057865,2.39790290594101,93055,Pantin,True,True,True,2026-03-12T15:38:05+00:00
Panthéon - Valette,5032,51,6,32,38,12,48.847020571652,2.3464982619671,75056,Paris,True,True,True,2026-03-12T15:36:13+00:00
Place Jacques Bonsergent,10010,33,25,1,26,7,48.870948218595,2.3612049221992,75056,Paris,True,True,True,2026-03-12T15:37:21+00:00
Notre-Dame-des-Champs - Stanislas,6006,19,2,3,5,14,48.84479928858768,2.329337755887181,75056,Paris,True,True,True,2026-03-12T15:34:42+00:00
Saint-Ambroise - Parmentier,11027,38,11,2,13,25,48.862147844548,2.3772348091006,75056,Paris,True,True,True,2026-03-12T15:36:39+00:00
Pyramide - Ecole du Breuil,12128,34,2,1,3,30,48.82237977153955,2.4586871266365056,75056,Paris,True,True,True,2026-03-12T15:38:02+00:00
Liège - Moscou,8010,17,1,0,1,16,48.8795431,2.3264628,75056,Paris,True,True,True,2026-03-12T15:37:05+00:00
Récollets - Square Villemin,10016,17,1,4,5,12,48.875034655883944,2.359801238597928,75056,Paris,True,True,True,2026-03-12T15:37:59+00:00
Charles de Gaulle - Beauté,41302,49,0,2,2,47,48.83649602312711,2.479562651149885,94052,Nogent-sur-Marne,True,True,True,2026-03-12T15:34:56+00:00
Anatole France - President Roosevelt,33017,29,3,2,5,23,48.9155156,2.3814103,93001,Aubervilliers,True,True,True,2026-03-12T15:37:39+00:00
Henry Farman,15042,16,10,3,13,2,48.83372430280548,2.2713854536414146,75056,Paris,True,True,True,2026-03-12T15:37:36+00:00
Gabriel Péri - Francisco Ferrer,33102,18,3,9,12,5,48.88633710236977,2.407338917255402,93061,Le Pré-Saint-Gervais,True,True,True,2026-03-12T15:33:44+00:00
Roger Salengro - Fontainebleau,42706,25,1,3,4,20,48.814548697325,2.3611663654447,94043,Le Kremlin-Bicêtre,True,True,True,2026-03-12T15:37:08+00:00
Concorde - Stalingrad,44006,35,2,3,5,29,48.7985844,2.3821302,94081,Vitry-sur-Seine,True,True,True,2026-03-12T15:37:38+00:00
Pyrénées - Emmery,20042,40,0,2,2,37,48.87202880542,2.3918598091484,75056,Paris,True,True,True,2026-03-12T15:36:08+00:00
Hôpital Européen Georges Pompidou,15104,78,57,8,65,13,48.837695319163,2.2753742337227,75056,Paris,True,True,True,2026-03-12T15:37:28+00:00
Fontenay - Libération,43008,25,4,1,5,20,48.847803063647,2.4451419711113,94080,Vincennes,True,True,True,2026-03-12T15:37:51+00:00
Pereire - Rennequin,17030,23,3,0,3,19,48.883647828876,2.2952447086573,75056,Paris,True,True,True,2026-03-12T15:35:33+00:00
Porte de Vanves,14138,32,1,0,1,31,48.828012849445,2.3056878894567,75056,Paris,True,True,True,2026-03-12T15:37:17+00:00
Victor Hugo - Jeanne Jugan,12114,28,4,1,5,23,48.843949064031825,2.415081394834419,75056,Paris,True,True,True,2026-03-12T15:36:57+00:00
Cimetière de Fontenay-sous-Bois,41209,15,0,4,4,11,48.84706173362218,2.4787822365760808,94033,Fontenay-sous-Bois,True,True,True,2026-03-12T15:34:41+00:00
Lucie Aubrac - Fort,21312,30,0,4,4,26,48.818144834008976,2.271184623241425,92040,Issy-les-Moulineaux,True,True,True,2026-03-12T15:37:46+00:00
Mouton Duvernet - Général Leclerc,14008,28,0,5,5,23,48.831632518293,2.3293121159077,75056,Paris,True,True,True,2026-03-12T15:34:03+00:00
Erasme - Ulm,5124,24,0,4,4,20,48.84264375274712,2.3445946723222733,75056,Paris,True,True,True,2026-03-12T15:37:57+00:00
Marc Sangnier - Porte de Vanves,14106,21,0,0,0,21,48.825218683556734,2.3107116669416428,75056,Paris,True,True,True,2026-03-12T15:31:44+00:00
Etienne Jodelle - Saint Ouen,18046,33,0,7,7,26,48.88794016394694,2.326124420314341,75056,Paris,True,True,True,2026-03-12T15:37:52+00:00
Chabanais - Petits Champs,2111,30,16,7,23,5,48.86703740186721,2.336716018617153,75056,Paris,True,True,True,2026-03-12T15:37:08+00:00
Marcadet - Barbès,18022,37,1,1,2,34,48.890451120965,2.3490573929687,75056,Paris,True,True,True,2026-03-12T15:33:16+00:00
Bertie Albrecht - Hoche,8054,32,0,11,11,21,48.87614039826388,2.301303138307601,75056,Paris,True,True,True,2026-03-12T15:35:45+00:00
Molière - République,21209,30,4,3,7,21,48.81111581390707,2.3145738624448158,92049,Montrouge,True,True,True,2026-03-12T15:30:44+00:00
Sibelle - Alésia,14012,37,0,7,7,30,48.826701758539215,2.3384983465075493,75056,Paris,True,True,True,2026-03-12T15:37:29+00:00
Enghien - Faubourg Poissonnière,10042,33,13,2,15,18,48.872420063053,2.3483952362828,75056,Paris,True,True,True,2026-03-12T15:37:55+00:00
Manin - Carrières d'Amérique,19103,20,0,4,4,14,48.884672142095,2.3919698596001,75056,Paris,True,True,True,2026-03-12T15:29:37+00:00
Place de la Porte de Champeret,17203,28,1,2,3,25,48.886062068226,2.2917001576821,75056,Paris,True,True,True,2026-03-12T15:34:48+00:00
Arsène Houssaye - Champs-Elysées,8028,0,0,0,0,0,48.873409276267,2.2977904602885,75056,Paris,True,False,False,2026-03-12T15:33:35+00:00
Victor Cousin - Cujas,5203,19,1,4,5,14,48.847909849567,2.3424898070094,75056,Paris,True,True,True,2026-03-12T15:35:07+00:00
David Weill - Parc Montsouris,14124,22,0,1,1,20,48.821092374256104,2.333725690841675,75056,Paris,True,True,True,2026-03-12T15:36:18+00:00
Saint Lambert - Blomet,15133,27,15,5,20,5,48.83659148147257,2.2930556908249855,75056,Paris,True,True,True,2026-03-12T15:37:05+00:00
Repos - Cimetière du Père Lachaise,20131,33,0,1,1,31,48.859358523593,2.3896131366845,75056,Paris,True,True,True,2026-03-12T15:36:24+00:00
Lakanal - Commerce,15034,53,39,0,39,11,48.84442462786544,2.294059172272682,75056,Paris,True,True,True,2026-03-12T15:38:15+00:00
Tertres - Fontaine,22203,28,1,3,4,24,48.787553654715644,2.306235730648041,92007,Bagneux,True,True,True,2026-03-12T15:35:42+00:00
Raspail - Manufacture des Oeillets,42021,32,14,1,15,17,48.8094458,2.3903009,94041,Ivry-sur-Seine,True,True,True,2026-03-12T15:36:50+00:00
Louis Lumière - Porte de Bagnolet,20115,20,1,1,2,18,48.86431136,2.4105210229754,75056,Paris,True,True,True,2026-03-12T15:32:09+00:00
Henri Ste-Claire Déville - Paul Héroult,25003,24,2,5,7,17,48.892663,2.172411,92063,Rueil-Malmaison,True,True,True,2026-03-12T15:33:43+00:00
Paris - Emile Zola,31003,30,4,1,5,25,48.854898095789295,2.4186685681343083,93048,Montreuil,True,True,True,2026-03-12T15:34:38+00:00
Jean Jaurès - Salvador Allende,22402,43,0,2,2,40,48.821475594736775,2.3026576638221745,92046,Malakoff,True,True,True,2026-03-12T15:38:06+00:00
Oberkampf - République,11030,24,0,1,1,21,48.86531608707,2.37611478491,75056,Paris,True,True,True,2026-03-12T15:36:59+00:00
Richard Lenoir - Jean-Pierre Timbaud,11039,36,27,5,32,4,48.865804276686,2.3693370749669,75056,Paris,True,True,True,2026-03-12T15:37:58+00:00
Jules Guesde - Alsace,23006,25,10,13,23,0,48.890566275506,2.2950777411461,92044,Levallois-Perret,True,True,True,2026-03-12T15:35:48+00:00
Joseph Liouville - Croix Nivert,15021,64,38,2,40,22,48.844835471244416,2.297508493065834,75056,Paris,True,True,True,2026-03-12T15:34:23+00:00
Rochechouart lamartine,9010,24,6,3,9,13,48.876719895109,2.344393021854,75056,Paris,True,True,True,2026-03-12T15:33:10+00:00
Championnet - Vauvenargues,18028,33,2,11,13,19,48.89401874744574,2.3319872841238976,75056,Paris,True,True,True,2026-03-12T15:32:46+00:00
Villette - Belleville,19032,48,2,3,5,41,48.8726877314,2.376461327076,75056,Paris,True,True,True,2026-03-12T15:36:10+00:00
Marie-Georges Picquart - Pereire,17125,32,2,1,3,29,48.88863669349711,2.3111706599593163,75056,Paris,True,True,True,2026-03-12T15:32:15+00:00
Gare RER de Vincennes,43005,51,12,22,34,15,48.847563015126106,2.433383166790009,94080,Vincennes,True,True,True,2026-03-12T15:38:01+00:00
Larmeroux - Baudelaire,21701,29,1,3,4,25,48.816939911292,2.2809894804846,92075,Vanves,True,True,True,2026-03-12T15:31:35+00:00
Galilée - Kléber,16008,32,0,1,1,31,48.867411865714,2.2907813801148,75056,Paris,True,True,True,2026-03-12T15:37:33+00:00
Beffroy,22003,26,10,14,24,1,48.886591074488,2.2613945603371,92051,Neuilly-sur-Seine,True,True,True,2026-03-12T15:35:32+00:00
Mairie du 11ème,11024,51,21,6,27,23,48.858925,2.3789759,75056,Paris,True,True,True,2026-03-12T15:36:02+00:00
Quai Panhard et Levassor,13050,57,27,17,44,13,48.828374828097,2.3842737458056,75056,Paris,True,True,True,2026-03-12T15:36:08+00:00
Parmentier - République,11105,50,9,1,10,38,48.8644954,2.3750124,75056,Paris,True,True,True,2026-03-12T15:37:47+00:00
Victor Hugo - Galliéni,21008,34,4,0,4,29,48.838020154411,2.2460845112801,92012,Boulogne-Billancourt,True,True,True,2026-03-12T15:37:34+00:00
Lieutenant Chauré - Etienne Marey,20134,20,0,4,4,15,48.86746195408435,2.405970990657807,75056,Paris,True,True,True,2026-03-12T15:30:48+00:00
Beaujon - Wagram,8056,29,0,3,3,25,48.875352455985,2.2964416444302,75056,Paris,True,True,True,2026-03-12T15:31:08+00:00
Chemin Vert - Fraternité,32302,20,0,2,2,16,48.877141208359035,2.4461565166711807,93063,Romainville,True,True,True,2026-03-12T15:38:09+00:00
Marseille - Beaurepaire,10014,55,33,7,40,11,48.871624306962985,2.3639265082738348,75056,Paris,True,True,True,2026-03-12T15:35:52+00:00
Parmentier - Abel Rabaud,11035,52,3,2,5,44,48.86921273836114,2.371688821240712,75056,Paris,True,True,True,2026-03-12T15:34:17+00:00
Mairie d'Ivry-sur-Seine,42010,53,20,1,21,31,48.81057120969284,2.3842826485633855,94041,Ivry-sur-Seine,True,True,True,2026-03-12T15:37:33+00:00
Exelmans - Michel-Ange,16040,33,4,2,6,27,48.84309486651855,2.2597770800669053,75056,Paris,True,True,True,2026-03-12T15:36:57+00:00
Pierret - Madrid,22006,28,8,11,19,9,48.882976576876565,2.260125767248034,92051,Neuilly-sur-Seine,True,True,True,2026-03-12T15:34:12+00:00
Reims - Raymond Pitet,17028,37,9,7,16,18,48.8888,2.296319,75056,Paris,True,True,True,2026-03-12T15:34:52+00:00
Saint-Vincent - Verdun,21301,34,23,1,24,10,48.819211549234495,2.254007756710053,92040,Issy-les-Moulineaux,True,True,True,2026-03-12T15:37:22+00:00
Mathurins - Auber,9032,36,22,8,30,4,48.872988840744,2.3294984212276,75056,Paris,True,True,True,2026-03-12T15:36:37+00:00
Madame de Sanzillon - Mozart,21104,22,8,3,11,10,48.90379820774301,2.3187401890754704,92024,Clichy,True,True,True,2026-03-12T15:35:20+00:00
Square d'Anvers,9005,33,0,1,1,30,48.882633484311,2.3448844062122,75056,Paris,True,True,True,2026-03-12T15:30:16+00:00
Place du Palais Royal,1013,67,31,15,46,19,48.862382970647,2.3384822532535,75056,Paris,True,True,True,2026-03-12T15:36:53+00:00
Miromesnil - La Boétie,8025,35,6,8,14,21,48.873722412917,2.3158480972052,75056,Paris,True,True,True,2026-03-12T15:38:14+00:00
Mairie du 7ème,7102,48,13,7,20,27,48.8577967,2.3192664,75056,Paris,True,True,True,2026-03-12T15:37:50+00:00
Arago - Glacière,13002,27,3,1,4,23,48.83486054775774,2.3445770524322067,75056,Paris,True,True,True,2026-03-12T15:33:39+00:00
Boyer - Ménilmontant,20121,19,0,2,2,17,48.868895162679,2.3919824145635,75056,Paris,True,True,True,2026-03-12T15:36:59+00:00
Quai du docteur Dervaux,26013,26,8,4,12,14,48.910482,2.297998,92004,Asnières-sur-Seine,True,True,True,2026-03-12T15:36:29+00:00
Place Jean Ferrat,42015,25,2,7,9,16,48.8184945213025,2.3744174838066106,94041,Ivry-sur-Seine,True,True,True,2026-03-12T15:35:58+00:00
Place Amédée Gordini - Lefebvre,15201,38,9,5,14,23,48.83061737745,2.2920634208276,75056,Paris,True,True,True,2026-03-12T15:36:58+00:00
Stalingrad - Désiré Chevalier,31010,42,0,6,6,36,48.85670169739857,2.445072233676911,93048,Montreuil,True,True,True,2026-03-12T15:37:56+00:00
Charonne - Faubourg Saint-Antoine,11004,34,23,1,24,9,48.852191909696,2.3740932717919,75056,Paris,True,True,True,2026-03-12T15:36:36+00:00
Tristan Tzara -  Tchaïkovski,18201,33,3,5,8,24,48.89490221746837,2.3648490384221077,75056,Paris,True,True,True,2026-03-12T15:29:52+00:00
Victor Hugo - Ecoles,41402,25,10,4,14,11,48.80476007936134,2.4180373930262093,94002,Alfortville,True,True,True,2026-03-12T15:37:43+00:00
Général Delambre - Prebuard,51004,29,2,8,10,19,48.93870344444,2.2234171606307,95018,Argenteuil,True,True,True,2026-03-12T15:35:13+00:00
Stephenson - Doudeauville,18012,36,0,3,3,33,48.888537048944826,2.3561610281467438,75056,Paris,True,True,True,2026-03-12T15:31:04+00:00
Charenton - Diderot,12009,18,13,2,15,2,48.846171461187,2.3793068155646,75056,Paris,True,True,True,2026-03-12T15:37:38+00:00
Simon Bolivar - Henri Turot,19205,23,1,2,3,19,48.877475489801,2.3739709492211,75056,Paris,True,True,True,2026-03-12T15:35:56+00:00
Saint-Germain - Thenard,5123,31,10,4,14,17,48.850571,2.3471015,75056,Paris,True,True,True,2026-03-12T15:37:16+00:00
Stalingrad - Germaine Tailleferre,42029,28,1,3,4,21,48.80257200481316,2.3786691203713417,94041,Ivry-sur-Seine,True,True,True,2026-03-12T15:37:24+00:00
Bienfaisance - Place de Narvik,8035,36,17,3,20,14,48.87660163459077,2.3129771277308464,75056,Paris,True,True,True,2026-03-12T15:37:40+00:00
Alfred Roll - Berthier,17102,28,3,3,6,21,48.887808570529,2.3000952981763,75056,Paris,True,True,True,2026-03-12T15:34:16+00:00
Dupleix - du Guesclin,15025,47,18,1,19,27,48.85147910413369,2.296709530055523,75056,Paris,True,True,True,2026-03-12T15:37:16+00:00
Departement - Pajol,18110,19,2,0,2,17,48.886674849730184,2.3613611608743668,75056,Paris,True,True,True,2026-03-12T15:34:01+00:00
Pasteur - Gambetta,41606,19,5,5,10,6,48.84572797384512,2.4236011505126953,94067,Saint-Mandé,True,True,True,2026-03-12T15:37:39+00:00
Fragonard - Porte de Clichy,17011,56,36,6,42,12,48.894155633419,2.3143893107772,75056,Paris,True,True,True,2026-03-12T15:37:28+00:00
Place des Ternes.,17045,46,7,3,10,34,48.878438631226516,2.297727763652802,75056,Paris,True,True,True,2026-03-12T15:35:37+00:00
Place de Verdun,43402,40,30,9,39,1,48.8202823,2.473775,94042,Joinville-le-Pont,True,True,True,2026-03-12T15:36:03+00:00
Faustin Hélie - Desbordes-Valmore,16111,33,0,1,1,31,48.859403,2.276522,75056,Paris,True,True,True,2026-03-12T15:34:37+00:00
Jean Macé - Faidherbe,11007,78,46,5,51,25,48.85337548426,2.3828620836139,75056,Paris,True,True,True,2026-03-12T15:38:01+00:00
Jussieu - Fossés Saint-Bernard,5021,39,24,6,30,8,48.847185510023,2.3534858599305,75056,Paris,True,True,True,2026-03-12T15:38:10+00:00
Varenne,7015,47,26,3,29,18,48.857202661803,2.3152771219611,75056,Paris,True,True,True,2026-03-12T15:37:04+00:00
Porte de la Chapelle - Boulevard Ney,18204,52,3,15,18,34,48.900097357789,2.3586005020149,75056,Paris,True,True,True,2026-03-12T15:35:43+00:00
Commandant Rivière,8033,42,16,10,26,15,48.872933,2.309796,75056,Paris,True,True,True,2026-03-12T15:38:04+00:00
Jardin d'Acclimatation,16121,33,10,4,14,19,48.878772242510465,2.270772233605385,75056,Paris,True,True,True,2026-03-12T15:33:05+00:00
Paul Vaillant Couturier - Chaptal,23001,39,21,3,24,15,48.893479576183,2.2775253653526,92044,Levallois-Perret,True,True,True,2026-03-12T15:36:08+00:00
Square Cambronne,15010,59,54,3,57,0,48.84756654526,2.3025691509247,75056,Paris,True,True,True,2026-03-12T15:38:02+00:00
Bayen - Pereire,17037,22,4,1,5,16,48.881804409079656,2.2921088710427284,75056,Paris,True,True,True,2026-03-12T15:34:59+00:00
Clignancourt - Sofia,18141,19,1,0,1,17,48.88511992309783,2.34719488842051,75056,Paris,True,True,True,2026-03-12T15:35:02+00:00
Jean Colly - Tolbiac,13045,36,1,2,3,33,48.827817291597846,2.3705490678548813,75056,Paris,True,True,True,2026-03-12T15:34:41+00:00
Ouest - Château,14034,23,0,4,4,18,48.83617286014242,2.319392143923804,75056,Paris,True,True,True,2026-03-12T15:35:50+00:00
Pirogues de Bercy - Libourne,12034,49,9,7,16,33,48.832308,2.38637,75056,Paris,True,True,True,2026-03-12T15:33:37+00:00
Place du 8 Mai 1945,25008,18,9,1,10,7,48.871552174017,2.2025031970585,92063,Rueil-Malmaison,True,True,True,2026-03-12T15:33:28+00:00
Grands Moulins de Pantin,19044,50,12,14,26,24,48.89738369720229,2.3959985375404362,75056,Paris,True,True,True,2026-03-12T15:34:39+00:00
Gare de Courbevoie,24002,35,3,7,10,21,48.8993867,2.2506506,92026,Courbevoie,True,True,True,2026-03-12T15:34:04+00:00
Victor Hugo - Magasins Généraux,33001,34,5,14,19,15,48.903281401126755,2.368072383105755,93001,Aubervilliers,True,True,True,2026-03-12T15:32:58+00:00
Porte d'Auteuil,16034,33,17,11,28,5,48.8479394142243,2.2608396783471107,75056,Paris,True,True,True,2026-03-12T15:37:48+00:00
Assemblée Nationale,7009,76,10,4,14,61,48.861411014652,2.3201214185208,75056,Paris,True,True,True,2026-03-12T15:37:10+00:00
Réunion - Avron,20132,26,2,2,4,22,48.852566752033766,2.403928068708116,75056,Paris,True,True,True,2026-03-12T15:34:13+00:00
Gare du Nord - Place de Valenciennes,10152,44,4,18,22,21,48.879089,2.354235,75056,Paris,True,True,True,2026-03-12T15:36:44+00:00
René Boulanger - Lancry,10206,33,19,2,21,11,48.868769331741,2.3598745346052,75056,Paris,True,True,True,2026-03-12T15:37:44+00:00
Courcelles - Place des Ternes,8055,31,1,3,4,27,48.878199928923124,2.2992860188665043,75056,Paris,True,True,True,2026-03-12T15:37:21+00:00
Verdun - Place Henri IV,21502,26,4,2,6,20,48.870797375639214,2.2277003154158592,92073,Suresnes,True,True,True,2026-03-12T15:33:40+00:00
Gare de Bercy,12024,35,22,11,33,2,48.839794573906,2.3826066032052,75056,Paris,True,True,True,2026-03-12T15:36:48+00:00
Ceinture du Lac Inferieure - Saint-Cloud,16129,42,5,13,18,23,48.86218070933143,2.2617871686816216,75056,Paris,True,True,True,2026-03-12T15:38:05+00:00
Boyer-Barret - Raymond Losserand,14104,23,0,2,2,21,48.83329880233322,2.3173383995890617,75056,Paris,True,True,True,2026-03-12T15:30:08+00:00
Piat - Parc de Belleville,20113,21,0,1,1,20,48.87195626635528,2.384981390278095,75056,Paris,True,True,True,2026-03-12T15:34:15+00:00
